Year,Adult Mortality,Alcohol,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness 5-9 years,Income composition of resources,Schooling,Country_,Status_,Life expectancy 
2000,37.0,0.47,111,53.0,6.29,43.0,2.5,269.3483829,1.9,0.291,4.4,88,1,49.8
2001,194.0,4.55,1,91.0,4.4,91.0,1.2,6935.721451,7.1,0.715,11.8,142,1,69.1
2012,138.0,0.01,0,79.0,4.51,77.0,0.1,451.542462,0.1,0.717,14.4,141,1,73.0
2004,355.0,1.01,22,71.0,5.6,71.0,5.1,349.9937253,8.5,0.432,10.0,140,1,54.9
2001,13.0,13.89,4,98.0,9.89,97.0,0.1,22527.31775,0.6,0.849,15.6,50,1,79.0
2014,199.0,0.01,39,67.0,5.54,64.0,0.1,673.74737,5.1,0.658,10.1,66,1,67.9
2003,144.0,4.16,0,93.0,5.0,92.0,0.9,1768.92132,8.9,0.572,11.3,25,1,71.1
2006,184.0,6.48,0,98.0,4.4,98.0,0.6,4187.3783,3.5,0.692,12.3,15,1,69.4
2010,428.0,7.28,62,72.0,8.5,72.0,11.0,7362.76139,8.9,0.63,12.8,129,1,58.0
2004,263.0,0.96,1,9.0,4.41,89.0,0.3,197.45788,18.8,0.0,8.8,17,1,64.2
2012,58.0,7.67,0,99.0,9.95,99.0,0.1,2193.8836,0.7,0.821,14.1,89,0,81.0
2004,79.0,9.15,0,87.0,7.89,89.0,0.1,2542.39935,0.3,0.884,18.4,101,0,79.2
2004,69.0,9.84,1,92.0,8.57,92.0,0.1,3472.37977,0.6,0.908,20.7,7,0,86.0
2014,437.0,0.01,22,47.0,4.2,47.0,4.5,377.132274,8.3,0.345,7.1,29,1,58.0
2003,334.0,7.13,4,46.0,2.23,37.0,3.6,3577.176197,1.1,0.554,8.4,44,1,53.8
2007,283.0,1.12,39,82.0,4.55,82.0,2.0,76.535419,8.2,0.438,8.9,16,1,57.1
2003,185.0,7.41,0,99.0,4.64,99.0,0.1,8524.961236,6.5,0.713,12.1,124,1,72.1
2003,715.0,4.06,41,7.0,6.52,68.0,36.7,453.3511552,9.9,0.418,9.5,153,1,44.5
2012,121.0,3.89,1,96.0,4.48,95.0,0.1,3684.8481,2.1,0.732,12.7,6,1,74.4
2001,253.0,4.31,7,99.0,5.66,99.0,0.8,78.738243,3.0,0.673,13.2,147,1,67.7
2013,112.0,0.53,24,95.0,7.12,95.0,0.1,5471.866766,5.8,0.737,14.4,2,1,75.3
2006,464.0,3.8,46,65.0,1.68,64.0,2.2,322.313468,9.1,0.348,8.0,125,1,44.3
2014,135.0,0.01,0,82.0,5.18,8.0,0.1,4192.349758,0.1,0.716,14.3,141,1,73.3
2003,51.0,1.49,26,44.0,4.31,47.0,12.8,286.25819,1.1,0.316,5.6,29,1,45.7
2001,426.0,5.09,4,79.0,6.18,78.0,23.9,1834.29486,15.4,0.556,11.7,98,1,56.5
2002,369.0,0.8,377,55.0,4.73,35.0,4.6,111.3634356,11.6,0.298,4.9,47,1,53.2
2011,121.0,6.9,1,91.0,7.5,87.0,0.1,927.723171,1.9,0.758,12.9,108,1,77.3
2010,64.0,9.78,2,97.0,9.56,97.0,0.1,3736.228,0.5,0.86,16.4,130,0,81.9
2015,263.0,0.01,83,6.0,8.16,65.0,0.1,584.25921,17.3,0.479,10.1,0,1,65.0
2003,322.0,11.32,22,97.0,5.61,96.0,0.4,2975.132778,2.8,0.733,13.2,117,1,64.6
2003,282.0,6.58,9,99.0,3.7,99.0,0.1,268.123657,2.6,0.714,13.1,73,1,64.4
2011,278.0,1.8,86,97.0,5.23,96.0,3.4,987.4453967,7.9,0.53,11.1,74,1,61.2
2003,41.0,9.75,918,42.0,4.5,29.0,5.4,512.65719,13.6,0.0,8.1,104,1,48.1
2009,126.0,8.33,11,97.0,7.63,94.0,0.1,8161.36966,0.9,0.794,16.5,5,1,75.6
2004,218.0,0.21,47,8.0,5.82,8.0,0.2,287.4156,18.4,0.463,9.3,99,1,64.7
2010,152.0,5.65,3,85.0,9.1,89.0,0.1,3225.591754,2.0,0.664,12.4,110,1,73.2
2000,336.0,4.46,4,41.0,2.73,34.0,1.9,172.68491,1.6,0.0,0.0,44,1,52.7
2005,26.0,0.36,3,55.0,1.5,55.0,0.1,478.331859,11.9,0.492,10.6,139,1,63.7
2013,136.0,3.79,1,86.0,5.91,93.0,0.6,56.144952,1.7,0.727,12.8,70,1,75.6
2010,299.0,7.58,4,83.0,7.89,83.0,6.2,5191.58381,1.4,0.604,11.4,98,1,63.0
2008,298.0,8.75,3,81.0,2.54,82.0,8.9,194.2746,6.6,0.651,12.4,51,1,61.6
2000,284.0,0.1,128,41.0,6.1,34.0,1.5,158.455972,12.9,0.253,2.8,103,1,50.0
2001,175.0,3.43,0,83.0,5.16,85.0,0.1,1555.47451,0.2,0.645,12.0,119,1,75.0
2004,69.0,10.55,0,95.0,1.96,93.0,0.1,53255.97631,0.4,0.895,15.1,135,0,81.0
2000,122.0,11.9,0,93.0,8.26,91.0,0.1,1227.73677,2.3,0.818,14.6,127,0,76.0
2002,273.0,1.43,29,54.0,5.95,54.0,2.1,339.676984,11.8,0.427,8.2,26,1,59.3
2007,126.0,5.28,0,98.0,4.3,98.0,0.6,3112.285712,8.0,0.602,11.9,25,1,72.3
2012,129.0,5.14,11,94.0,5.18,95.0,0.1,6387.785281,1.1,0.725,13.4,111,1,74.9
2007,146.0,2.05,0,88.0,5.82,87.0,0.1,2932.315883,0.1,0.698,14.5,141,1,72.5
2002,134.0,2.86,1,96.0,5.4,94.0,0.1,783.261699,2.1,0.645,10.8,6,1,72.6
2012,25.0,8.44,5,72.0,7.47,76.0,0.2,3855.42128,2.4,0.739,15.1,147,1,77.0
2000,593.0,0.83,10,82.0,4.43,81.0,1.9,28.1969487,1.1,0.0,3.9,45,1,45.3
2000,154.0,4.59,24,93.0,4.83,98.0,0.5,1996.719689,1.4,0.674,13.5,111,1,71.4
2012,76.0,8.2,0,99.0,9.24,99.0,0.1,22242.68193,0.7,0.858,16.8,55,1,84.0
2011,72.0,11.5,0,96.0,7.34,99.0,0.1,115761.577,0.9,0.894,13.9,83,0,88.0
2014,131.0,8.56,0,96.0,5.54,99.0,0.2,12888.29667,3.3,0.782,13.9,4,1,76.2
2006,88.0,1.62,0,98.0,7.37,98.0,0.1,4428.522898,14.5,0.622,12.0,87,1,75.0
2001,178.0,9.61,0,96.0,7.67,96.0,0.1,519.958715,4.2,0.0,14.3,56,1,77.0
2002,85.0,0.87,0,96.0,2.71,96.0,0.1,2999.65492,4.5,0.807,12.2,115,1,76.4
2004,267.0,0.81,58,74.0,4.89,78.0,0.6,245.1235876,8.1,0.466,8.7,84,1,64.0
2003,95.0,11.28,1,96.0,9.3,95.0,0.1,3743.95693,0.8,0.878,18.6,14,0,78.3
2006,154.0,0.85,7,8.0,6.17,78.0,0.1,2473.85776,2.9,0.682,10.7,9,1,69.2
2001,131.0,0.55,4,97.0,9.9,99.0,0.1,1728.2659,3.9,0.706,12.7,72,1,71.9
2003,387.0,5.84,38,75.0,5.25,82.0,5.1,112.849373,8.5,0.276,4.7,24,1,51.9
2005,63.0,5.08,4,88.0,6.8,86.0,49.1,2873.862141,7.5,0.495,9.7,133,1,46.0
2007,89.0,0.03,1,99.0,2.13,99.0,0.1,45793.97614,3.1,0.787,13.9,76,1,73.7
2004,267.0,6.79,6,99.0,6.61,99.0,1.0,1367.352433,2.8,0.7,14.6,147,1,67.4
2009,192.0,1.21,0,98.0,7.92,92.0,0.1,1158.282672,1.2,0.494,9.3,128,1,68.1
2007,559.0,1.18,59,88.0,9.31,87.0,19.3,32.2227274,7.0,0.387,9.7,85,1,48.5
2001,276.0,1.05,65,6.0,5.17,6.0,0.7,278.555732,8.5,0.456,8.2,84,1,58.7
2004,177.0,0.38,13,82.0,5.7,86.0,0.3,39.281834,3.9,0.563,10.5,137,1,65.9
2004,123.0,5.69,2,92.0,8.9,95.0,0.2,4591.892776,2.1,0.733,12.8,108,1,75.8
2006,295.0,0.03,116,58.0,7.43,58.0,0.1,272.56377,19.3,0.405,8.1,0,1,57.3
2002,58.0,1.47,25,42.0,4.16,44.0,13.4,253.768343,1.2,0.315,5.4,29,1,45.6
2010,261.0,1.34,243,69.0,6.86,61.0,1.7,341.39992,1.7,0.401,8.1,47,1,61.8
2001,281.0,1.29,40,77.0,4.69,76.0,2.1,378.73654,9.4,0.395,6.6,16,1,55.5
2001,336.0,0.17,58,52.0,3.65,5.0,3.0,315.83983,1.1,0.322,5.1,58,1,52.5
2002,148.0,3.82,0,92.0,5.17,91.0,0.8,1373.515636,9.1,0.569,11.3,25,1,77.0
2007,216.0,4.19,80,87.0,3.94,87.0,0.1,1672.685433,9.7,0.648,11.4,112,1,67.5
2005,238.0,7.35,1,93.0,5.83,93.0,1.8,198.455216,5.5,0.619,11.4,60,1,65.0
2004,32.0,6.1,24,58.0,5.61,55.0,4.3,387.9429725,4.5,0.45,8.1,61,1,58.7
2012,83.0,11.5,3,99.0,11.44,99.0,0.1,4838.2444,0.6,0.885,16.1,50,1,81.5
2012,61.0,6.21,0,95.0,9.16,95.0,0.1,11563.727,0.7,0.941,17.6,105,0,81.3
2006,414.0,0.41,80,49.0,3.32,4.0,5.1,712.1847694,1.2,0.303,5.5,30,1,48.5
2005,122.0,5.53,2,88.0,7.48,92.0,0.1,4916.54886,2.1,0.74,12.9,108,1,75.8
2012,176.0,15.14,0,93.0,6.67,93.0,0.1,14341.836,2.7,0.83,16.5,82,0,73.0
2011,93.0,1.57,1,75.0,7.12,81.0,0.1,8734.9653,4.7,0.758,13.2,78,1,75.0
2000,193.0,12.22,1,99.0,7.6,99.0,0.1,4623.46712,2.3,0.761,13.9,63,0,71.7
2010,15.0,4.28,15,88.0,6.76,88.0,0.1,625.65544,2.0,0.695,12.8,33,1,73.6
2009,91.0,9.96,0,99.0,9.2,99.0,0.1,4717.15571,0.8,0.878,17.0,49,1,79.7
2006,132.0,0.36,23,95.0,3.36,95.0,0.1,3464.6179,6.0,0.686,12.3,2,1,73.4
2000,221.0,2.63,21,8.0,5.25,81.0,0.2,1655.596261,1.6,0.539,8.2,57,1,67.7
2002,22.0,1.85,0,94.0,3.48,93.0,0.1,2259.55796,3.9,0.687,13.3,48,1,67.9
2002,99.0,4.17,1,94.0,8.23,94.0,0.1,462.14965,2.2,0.712,11.9,35,1,78.3
2008,281.0,3.88,14,79.0,11.83,75.0,2.4,232.61732,7.6,0.394,9.8,80,1,58.6
2002,75.0,5.73,0,95.0,7.86,95.0,0.1,11843.9392,0.7,0.786,13.8,89,0,78.2
2006,188.0,16.58,0,95.0,5.1,95.0,0.1,12595.4165,2.2,0.822,16.1,46,1,73.0
2009,172.0,2.88,0,45.0,5.4,49.0,0.1,335.112838,0.2,0.691,12.9,119,1,76.0
2001,38.0,10.47,25,97.0,5.67,96.0,0.3,21.362386,3.0,0.72,12.5,117,1,65.1
2000,177.0,4.6,0,88.0,3.78,88.0,0.1,3861.32414,8.1,0.667,12.1,91,1,71.0
2004,91.0,0.02,1,98.0,2.76,98.0,0.1,26921.8278,3.0,0.791,14.4,76,1,73.5
2013,58.0,7.35,2,96.0,9.22,96.0,0.1,3537.27441,0.6,0.876,16.5,69,0,82.3
2004,378.0,5.72,38,76.0,7.1,83.0,4.8,127.4296648,8.4,0.279,5.2,24,1,52.6
2009,34.0,7.97,4,57.0,5.32,43.0,7.3,1653.2937,9.2,0.59,9.1,44,1,55.7
2009,4.0,1.18,101,74.0,5.43,74.0,11.3,463.852618,3.6,0.382,9.2,96,1,53.8
2000,86.0,11.12,2,95.0,7.21,95.0,0.1,14676.769,0.5,0.82,15.7,130,0,79.1
2004,323.0,4.54,91,83.0,6.45,79.0,2.5,371.323865,1.1,0.0,3.9,23,1,52.4
2006,61.0,7.2,0,97.0,8.96,97.0,0.1,5613.54115,0.9,0.884,18.1,64,0,81.1
2010,132.0,7.24,1,88.0,1.5,92.0,0.1,2964.47734,2.8,0.738,13.3,52,1,73.8
2013,79.0,8.97,0,98.0,9.55,98.0,0.1,49638.7713,0.8,0.887,17.0,49,1,87.0
2003,226.0,0.01,12,75.0,4.53,76.0,1.3,528.586613,1.1,0.447,6.6,90,1,63.0
2009,61.0,7.25,2,96.0,9.41,96.0,0.1,36976.84512,0.5,0.868,16.3,69,0,81.6
2003,65.0,6.61,0,97.0,1.7,97.0,0.1,3944.999,0.9,0.866,17.6,64,0,87.0
2002,83.0,12.26,2,98.0,7.25,98.0,0.1,1719.53541,0.5,0.828,15.7,130,0,79.5
2003,119.0,11.58,0,95.0,8.77,95.0,0.1,1488.47154,2.1,0.843,16.1,127,0,76.5
2011,217.0,2.55,8,97.0,1.98,97.0,0.1,5649.978486,3.3,0.665,10.6,145,1,65.6
2003,72.0,10.82,0,95.0,1.93,93.0,0.1,4796.56497,0.5,0.889,15.0,135,0,85.0
2009,263.0,0.11,99,71.0,6.98,71.0,1.1,341.2894618,1.8,0.307,4.2,103,1,57.1
2004,165.0,6.2,4,92.0,5.78,92.0,0.2,148.527976,2.2,0.639,12.1,110,1,71.9
2003,83.0,12.09,2,99.0,7.99,98.0,0.1,21495.7741,0.5,0.83,15.6,130,0,79.4
2011,375.0,8.75,802,48.0,3.69,48.0,4.7,2527.9423,1.9,0.5,9.6,104,1,52.3
2013,57.0,8.58,0,99.0,9.89,99.0,0.1,2393.1888,0.7,0.828,14.2,89,0,81.1
2006,83.0,1.28,0,95.0,2.58,96.0,0.1,6256.55926,4.5,0.835,13.7,115,1,76.6
2001,84.0,9.86,2,95.0,7.24,96.0,0.1,15323.6114,0.5,0.825,15.7,130,0,79.4
2000,16.0,0.45,32,95.0,4.18,95.0,0.1,1332.382358,6.6,0.519,8.0,95,1,68.6
2006,431.0,4.94,4,74.0,7.2,86.0,19.2,3881.29535,12.6,0.57,11.4,98,1,57.0
2005,4.0,9.71,893,45.0,4.11,36.0,5.4,87.8938738,12.9,0.463,8.9,104,1,49.2
2001,96.0,12.89,0,99.0,7.4,99.0,0.1,48179.4285,1.0,0.854,13.4,83,0,78.0
2014,225.0,0.01,39,73.0,3.4,73.0,0.3,452.4631926,7.1,0.509,10.3,84,1,65.1
2004,122.0,5.66,1,95.0,11.59,94.0,0.1,4117.38853,1.6,0.75,15.5,149,1,75.4
2013,13.0,1.29,3,98.0,7.26,98.0,0.1,4199.47253,6.3,0.72,14.7,143,1,74.9
2000,2.0,9.87,0,92.0,6.46,94.0,0.1,3297.35471,3.4,0.745,14.0,82,0,71.6
2013,279.0,0.01,6,87.0,6.14,87.0,4.5,61.566347,7.3,0.415,9.1,59,1,58.1
2012,12.0,8.35,10,99.0,5.2,91.0,0.1,12969.7712,0.9,0.822,17.2,5,1,75.9
2007,98.0,1.72,1,75.0,8.9,8.0,0.1,614.271115,4.6,0.731,12.9,78,1,74.4
2009,271.0,1.76,60,94.0,5.17,94.0,2.1,186.76538,7.2,0.542,10.4,54,1,66.0
2008,41.0,9.79,130,69.0,9.1,71.0,8.2,449.6928183,6.2,0.453,10.6,146,1,56.3
2005,337.0,7.19,4,5.0,1.63,39.0,4.9,185.63334,9.8,0.563,8.7,44,1,54.4
2008,172.0,2.1,4,98.0,3.44,98.0,0.1,254.489192,15.4,0.731,13.3,131,1,72.3
2012,194.0,0.01,0,96.0,8.6,96.0,0.5,138.949959,5.7,0.553,10.8,120,1,66.9
2004,386.0,3.53,152,4.0,4.71,4.0,2.5,141.86844,1.1,0.415,6.4,3,1,47.1
2003,88.0,12.2,0,84.0,1.48,84.0,0.1,3212.9355,1.9,0.837,14.7,8,0,78.8
2009,87.0,0.1,1,99.0,3.87,99.0,0.1,37567.3121,3.2,0.788,13.6,76,1,73.9
2010,156.0,3.1,5,97.0,8.45,97.0,0.4,1932.85829,2.2,0.606,11.5,62,1,73.6
2000,35.0,4.79,28,5.0,6.6,41.0,5.1,462.486524,4.8,0.439,7.8,61,1,58.6
2000,38.0,1.6,65,88.0,3.0,88.0,3.6,263.1124679,9.2,0.48,7.7,54,1,57.2
2008,45.0,1.48,104,74.0,4.91,75.0,12.6,53.127719,3.7,0.372,8.8,96,1,53.2
2002,178.0,9.62,5,98.0,4.57,98.0,0.1,2124.873613,4.1,0.714,12.0,116,0,77.0
2014,223.0,0.01,88,67.0,5.82,68.0,0.5,43.646498,9.6,0.345,5.3,103,1,61.4
2007,132.0,0.01,3,98.0,2.63,98.0,0.1,1138.56661,5.4,0.756,15.1,81,1,72.5
2007,144.0,4.66,17,93.0,6.25,93.0,0.1,4674.21961,2.1,0.675,11.9,33,1,73.5
2011,366.0,2.57,44,83.0,4.26,81.0,6.3,1644.619672,6.4,0.543,12.0,152,1,58.2
2014,268.0,0.01,63,91.0,4.96,91.0,0.6,75.1464113,7.7,0.398,7.7,23,1,59.3
2005,134.0,4.26,0,95.0,4.86,95.0,0.8,248.13459,8.5,0.582,11.2,25,1,71.8
2005,71.0,2.41,1,95.0,7.44,93.0,0.1,2611.17931,1.1,0.866,15.8,68,1,80.0
2002,127.0,4.77,58,98.0,5.52,97.0,0.1,716.8219,1.8,0.703,11.6,92,1,75.0
2004,38.0,2.58,8,69.0,5.41,64.0,5.0,393.3138244,9.3,0.0,7.7,59,1,53.5
2010,76.0,9.0,0,99.0,9.18,99.0,0.1,26917.75898,0.7,0.859,16.4,55,1,83.0
2012,184.0,0.01,21,99.0,6.49,99.0,0.1,174.468298,3.1,0.673,12.0,150,1,68.8
2006,91.0,7.33,2,94.0,6.18,94.0,0.1,9484.681227,0.9,0.796,14.9,31,1,78.9
2011,6.0,1.8,0,96.0,3.93,96.0,0.1,53166.67581,2.1,0.911,15.2,126,0,82.2
2010,18.0,6.51,0,99.0,3.59,99.0,0.1,184.68447,6.2,0.74,13.2,124,1,72.4
2005,16.0,3.63,0,55.0,4.47,49.0,0.1,2571.262348,0.2,0.671,12.6,119,1,71.6
2009,23.0,2.55,2,91.0,6.83,91.0,0.3,3366.482133,1.6,0.662,12.8,43,1,71.4
2009,144.0,0.01,173,97.0,2.91,97.0,0.1,681.125368,19.7,0.523,8.4,11,1,69.5
2011,172.0,0.27,27,92.0,6.73,92.0,0.2,692.1166842,16.9,0.529,12.0,99,1,68.4
2000,96.0,0.01,1,94.0,2.51,98.0,0.1,18389.38433,3.1,0.786,14.1,76,1,73.2
2008,126.0,0.46,23,92.0,4.2,93.0,0.1,495.254866,5.9,0.697,12.6,2,1,74.1
2006,396.0,9.66,879,46.0,3.66,4.0,5.3,119.743286,12.6,0.466,9.0,104,1,49.8
2005,343.0,0.99,323,56.0,4.2,44.0,3.7,161.6266248,11.2,0.325,5.8,47,1,56.0
2001,138.0,7.76,13,85.0,9.38,83.0,0.1,717.694674,1.1,0.771,15.6,5,1,74.0
2000,92.0,2.15,0,97.0,3.51,97.0,0.1,13636.34668,6.0,0.786,13.2,10,1,74.5
2004,329.0,4.24,17,47.0,8.77,31.0,3.2,149.4452549,8.5,0.335,10.2,80,1,54.0
2008,33.0,0.21,47,59.0,3.21,6.0,2.3,437.4467238,8.6,0.371,7.9,58,1,56.8
2005,84.0,1.18,0,98.0,3.1,97.0,0.1,51488.49529,4.5,0.83,13.7,115,1,76.6
2008,145.0,1.1,0,88.0,5.13,86.0,0.1,3392.64743,0.1,0.698,14.5,141,1,72.6
2013,185.0,0.01,19,99.0,6.32,99.0,0.1,197.551233,3.1,0.681,12.0,150,1,69.1
2011,224.0,6.63,7,99.0,4.6,99.0,0.1,11634.42422,2.5,0.766,14.4,73,1,68.5
2009,184.0,9.85,0,94.0,6.84,94.0,0.1,12219.37379,2.3,0.821,16.4,77,0,72.6
2002,31.0,0.53,108,65.0,6.32,61.0,2.3,334.22416,1.5,0.308,4.9,88,1,51.2
2000,158.0,1.24,0,91.0,4.75,91.0,0.1,263.27236,0.1,0.676,13.7,141,1,71.6
2006,221.0,0.01,12,68.0,3.21,68.0,1.3,944.134851,9.4,0.466,7.2,90,1,69.0
2001,165.0,4.43,21,83.0,5.96,8.0,0.1,2395.856551,2.3,0.653,11.4,33,1,71.5
2012,143.0,4.44,13,91.0,6.93,91.0,0.1,7884.984429,1.9,0.707,13.2,33,1,74.3
2013,138.0,9.59,2,88.0,5.6,92.0,0.1,9585.266593,2.9,0.794,14.7,116,0,74.6
2013,227.0,0.01,1,98.0,4.21,98.0,0.1,4385.379355,2.3,0.72,14.7,93,1,68.1
2011,147.0,3.39,3,99.0,6.39,98.0,0.1,1682.957924,1.8,0.62,11.5,102,1,74.5
2008,155.0,10.98,1,96.0,6.61,95.0,0.1,7296.122479,2.1,0.761,13.8,22,0,72.9
2013,287.0,0.01,20,84.0,5.12,84.0,1.5,579.43485,6.6,0.47,12.0,140,1,59.4
2006,654.0,2.61,6,88.0,7.12,89.0,34.1,915.775754,8.7,0.437,10.7,79,1,45.3
2003,18.0,4.29,1,97.0,6.27,97.0,0.1,189.681557,2.0,0.674,10.7,1,1,72.8
2005,278.0,0.11,114,46.0,7.15,45.0,1.6,25.383731,11.8,0.278,3.5,103,1,53.7
2004,141.0,0.01,3,97.0,3.46,97.0,0.1,586.8364,5.4,0.747,15.9,81,1,71.5
2013,229.0,10.58,16,98.0,7.9,97.0,0.2,15543.67653,2.3,0.799,14.6,117,1,70.0
2014,69.0,11.03,3,94.0,11.3,95.0,0.1,4792.65288,1.1,0.92,17.0,53,0,89.0
2013,139.0,10.88,1,99.0,7.53,99.0,0.1,13613.6147,1.7,0.824,15.4,63,0,75.5
2011,24.0,8.48,5,54.0,6.98,5.0,0.2,3569.75727,2.5,0.734,14.9,147,1,75.0
2012,137.0,0.01,139,94.0,3.8,94.0,0.1,856.342857,19.0,0.557,9.9,11,1,77.0
2010,24.0,5.58,0,98.0,5.24,98.0,0.5,1129.754961,6.0,0.542,10.6,120,1,66.2
2012,261.0,0.01,12,8.0,1.19,8.0,1.2,415.361958,6.9,0.416,9.6,80,1,67.0
2003,28.0,0.1,121,44.0,6.23,41.0,1.6,215.8548,12.2,0.266,3.0,103,1,52.1
2013,23.0,0.87,40,73.0,4.15,74.0,0.4,461.723722,7.2,0.508,10.3,84,1,64.7
2005,11.0,0.05,10,96.0,3.42,96.0,0.1,13739.82945,7.3,0.761,12.4,121,1,73.1
2001,247.0,6.71,1,9.0,5.82,85.0,1.7,925.582546,5.7,0.606,10.9,60,1,65.4
2005,99.0,2.92,392,87.0,4.66,87.0,0.1,1753.4178,4.4,0.634,10.6,32,1,73.9
2005,182.0,12.94,1,99.0,8.28,99.0,0.1,11161.72441,2.0,0.795,15.0,63,0,72.9
2007,288.0,7.44,9,94.0,3.19,93.0,0.1,6771.414797,2.5,0.754,14.7,73,1,65.3
2012,6.0,7.49,2,96.0,9.28,97.0,0.1,34814.12436,0.6,0.877,16.6,69,0,82.0
2014,73.0,9.64,0,94.0,1.8,94.0,0.1,62425.5392,0.9,0.926,19.2,39,0,84.0
2013,81.0,11.1,3,99.0,11.56,99.0,0.1,42554.1225,0.6,0.887,16.2,50,1,82.0
2004,215.0,2.9,3,9.0,7.3,9.0,0.3,2632.79942,1.8,0.636,12.4,43,1,70.0
2007,181.0,7.24,0,97.0,4.76,96.0,0.6,4324.876427,3.5,0.7,12.8,15,1,69.6
2001,221.0,1.93,0,92.0,3.28,91.0,0.1,238.891729,4.0,0.683,13.2,48,1,67.8
2007,67.0,3.88,46,73.0,4.47,73.0,23.7,396.9982166,8.2,0.414,9.6,153,1,46.6
2008,592.0,2.75,6,86.0,8.85,88.0,27.3,934.428563,7.8,0.447,10.7,79,1,47.8
2008,199.0,11.84,0,94.0,6.63,94.0,0.1,16348.53121,2.4,0.819,16.3,77,0,71.9
2012,59.0,1.89,0,97.0,4.22,97.0,0.1,54431.16199,2.1,0.917,15.4,126,0,82.5
2008,225.0,0.28,34,87.0,4.94,88.0,0.6,11.33678,1.7,0.435,7.1,122,1,62.8
2013,158.0,0.01,2,82.0,1.29,82.0,0.1,117.765674,11.2,0.62,12.5,139,1,67.7
2009,157.0,3.08,5,97.0,8.84,97.0,0.5,1815.489496,2.2,0.603,11.3,62,1,73.4
2000,39.0,4.46,20,56.0,5.91,46.0,3.1,183.4149991,9.2,0.338,8.7,80,1,51.9
2009,64.0,7.09,4,99.0,9.51,97.0,0.1,4855.17564,1.6,0.881,15.0,71,0,83.0
2013,61.0,9.87,1,91.0,9.36,91.0,0.1,67792.3386,0.6,0.933,20.3,7,0,82.5
2008,196.0,4.94,0,85.0,5.92,85.0,1.2,6858.163158,3.4,0.691,11.9,132,1,69.8
2003,18.0,4.39,1,98.0,6.31,72.0,0.1,3192.669378,3.3,0.694,12.9,37,1,77.4
2012,93.0,1.53,1,75.0,6.99,81.0,0.1,8787.94668,4.8,0.763,13.3,78,1,75.0
2005,11.0,1.94,1,74.0,8.42,77.0,0.1,5339.441291,4.6,0.0,13.7,78,1,73.9
2002,13.0,0.54,1,99.0,3.18,99.0,0.1,8629.11774,6.8,0.716,11.0,106,1,73.3
2008,75.0,9.49,0,89.0,1.7,89.0,0.1,31287.77865,0.3,0.894,19.5,101,0,81.0
2008,68.0,9.62,1,97.0,9.57,97.0,0.1,56928.8248,0.9,0.905,16.8,100,0,83.0
2008,297.0,2.64,7,77.0,6.5,77.0,6.0,583.5445622,8.4,0.398,8.8,59,1,55.6
2011,15.0,11.51,1,99.0,7.84,99.0,0.1,1448.87958,1.7,0.821,15.4,63,0,74.8
2011,139.0,3.58,1,93.0,5.21,92.0,0.6,513.549487,1.7,0.722,12.8,70,1,75.2
2012,61.0,9.35,2,97.0,9.39,97.0,0.1,28562.29324,0.5,0.871,17.2,130,0,82.0
2008,278.0,12.04,18,98.0,6.22,98.0,0.3,11635.2637,2.5,0.769,13.9,117,1,67.5
2006,145.0,1.96,5,98.0,4.6,98.0,0.1,1448.7611,15.5,0.718,13.1,131,1,73.8
2014,282.0,0.01,6,87.0,5.59,87.0,3.4,642.6256154,7.1,0.419,9.2,59,1,58.4
2008,141.0,1.18,6,85.0,4.37,81.0,0.1,5574.6382,2.9,0.719,11.6,9,1,73.0
2011,141.0,0.85,0,65.0,3.85,65.0,0.1,3275.91684,1.4,0.591,10.8,151,1,71.2
2004,197.0,1.56,10,97.0,4.28,97.0,0.1,174.6692,15.5,0.705,12.8,131,1,69.1
2003,173.0,9.75,0,98.0,5.89,97.0,0.1,5773.73577,4.1,0.0,14.6,56,1,71.1
2003,127.0,0.56,1,99.0,3.17,99.0,0.1,969.8126,6.8,0.725,11.2,106,1,73.6
2009,117.0,6.45,0,91.0,6.7,92.0,0.1,6698.79439,2.1,0.785,14.6,94,1,75.0
2014,78.0,8.8,0,98.0,9.68,98.0,0.1,49914.61864,0.8,0.89,17.0,49,1,89.0
2001,372.0,0.85,392,55.0,4.26,32.0,4.9,12.1789279,11.7,0.283,4.3,47,1,52.5
2012,367.0,0.62,79,51.0,3.0,4.0,3.6,973.472574,8.9,0.381,7.3,30,1,51.8
2007,238.0,0.16,1,93.0,5.88,95.0,0.3,1741.142552,18.1,0.0,10.1,17,1,66.5
2001,154.0,7.51,0,99.0,4.48,97.0,0.1,9358.154162,3.5,0.0,0.0,4,1,73.8
2010,248.0,1.03,45,7.0,4.86,7.0,0.5,412.739341,7.5,0.503,10.2,84,1,63.3
2007,495.0,1.5,26,46.0,4.4,48.0,9.0,397.148467,9.4,0.33,6.2,29,1,46.8
2011,19.0,2.12,15,87.0,5.64,88.0,0.3,882.491462,11.2,0.533,10.7,26,1,67.0
2011,127.0,9.56,1,94.0,9.72,94.0,0.1,6423.291783,2.2,0.757,13.5,123,1,74.6
2005,155.0,0.01,231,94.0,2.68,93.0,0.1,484.155471,2.5,0.499,8.2,11,1,67.8
2002,72.0,9.25,3,96.0,8.23,93.0,0.1,22196.5736,0.5,0.836,15.2,69,0,80.0
